,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
1453,Sinful Gladiator's Plate Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Wristguards,Sinful Gladiator's Plate Gauntlets,Ardent Sunstar Signet,Ritual Commander's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Decadent Nathrian Shawl,Axe of the Deadgrove,,,Sinful Gladiator's Guard,1313.7
1454,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ring of Perpetual Conflict,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,,,Acidslough Bulwark,1075.0
1455,Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Girdle,Gormshell Greaves,Valinor's Ground Pounders,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Death God's Signet,Twisted Witherroot Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Sinful Gladiator's Guard,972.7
1456,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Grim Codex,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Tabard of the Lightbringer,Fashionable Undershirt,Barricade of the Endless Empire,992.0
1457,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Encrusted Canopic Lid,1099.3
1458,Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Anima Field Emitter,Pulsating Stoneheart,Cowled Batwing Cloak,Xandria's Kopis of Courage,Tabard of the Lightbringer,Lavender Mageweave Shirt,Chyrus's Crest of Hope,795.1
1459,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Arachnid Cipher Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Crest of the Legionnaire General,Ascended Gladius of Glory,,,Acidslough Bulwark,923.9
1460,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Anima Field Emitter,Overwhelming Power Crystal,Cowled Batwing Cloak,Xandria's Kopis of Courage,Tabard of the Achiever,Initiate's Shirt,Encrusted Canopic Lid,918.4
1461,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Sinsmasher,Tabard of the Lightbringer,Artisan Officer's Shirt,Acidslough Bulwark,1000.2
1462,Plague Handler's Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Ritual Commander's Ring,Death God's Signet,Gluttonous Spike,Pulsating Stoneheart,Blighted Margrave's Cloak,Engorged Worm Smasher,Illustrious Guild Tabard,,Encrusted Canopic Lid,1012.8
1463,Wrathbark Greathelm,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Band of the Risen Bonelord,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinsmasher,Tabard of the Zandalari Empire,,Acidslough Bulwark,913.9
1464,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Spare Meat Hook,Inscrutable Quantum Device,Blighted Margrave's Cloak,Supercollider,,,Acidslough Bulwark,1029.2
1465,Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Shadowghast Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Overwhelming Power Crystal,Pulsating Stoneheart,Cowled Batwing Cloak,Ascended Gladius of Glory,Tabard of the Zandalari,,Chyrus's Crest of Hope,934.9
1466,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,,Artisan Officer's Shirt,Acidslough Bulwark,1126.9
1467,Diadem of Imperious Desire,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Stone Legion Heraldry,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,Court of Harvesters Tabard,Artisan Member's Shirt,Sinful Aspirant's Barrier,967.9
1468,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Grim Codex,Cloak of Enveloping Manifestations,Sinsmasher,,,Chyrus's Crest of Hope,843.4
1469,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,,,Kudebeh's Remarkable Targe,852.3
1470,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Selfless Collector's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Hyperlight Band,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Engorged Worm Smasher,Tabard of the Ascended,,Acidslough Bulwark,1002.5
1471,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,,,Acidslough Bulwark,1530.5
1472,Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Fleshfused Circle,Decanter of Anima-Charged Winds,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Tabard of the Ascended,,Acidslough Bulwark,879.9
1473,Wing Commander's Helmet,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Bloodoath Signet,Ritual Commander's Ring,Blood-Spattered Scale,Stone Legion Heraldry,Mantle of Manifest Sins,Sinsmasher,Tabard of the Scarlet Crusade,Neophyte's Shirt,Chyrus's Crest of Hope,812.0
1474,Shadowghast Helm,Azure-Venom Choker,Stonewing Mantle,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritualist's Treasured Ring,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Blighted Margrave's Cloak,Supercollider,,Common White Shirt,Acidslough Bulwark,897.1
1475,Darkfrost Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Shadowghast Ring,Death God's Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Scout's Tabard,,Barricade of the Endless Empire,966.9
1476,Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Shadowghast Ring,Death God's Signet,Macabre Sheet Music,Gluttonous Spike,Sinful Gladiator's Drape,Gorestained Cleaver,Renowned Guild Tabard,Red Linen Shirt,Acidslough Bulwark,733.9
1477,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Tabard of the Scarlet Crusade,Bright Yellow Shirt,Barricade of the Endless Empire,881.9
1478,Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ardent Sunstar Signet,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Shroud of the Penitent,Engorged Worm Smasher,,,Acidslough Bulwark,947.3
1479,Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Hyperlight Band,Signet of the False Accuser,Bargast's Leash,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Axe of the Deadgrove,Silvermoon City Tabard,,Sinful Gladiator's Guard,953.6
1480,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Ring,Hyperlight Band,Sinful Gladiator's Insignia of Alacrity,Slimy Consumptive Organ,Sinful Gladiator's Drape,Axe of the Deadgrove,Tabard of the Zandalari,,Encrusted Canopic Lid,868.7
1481,Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Pulsating Stoneheart,Drape of Twisted Loyalties,Gorestained Cleaver,Orgrimmar Tabard,,Barricade of the Endless Empire,865.5
1482,Wing Commander's Helmet,Noble's Birthstone Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Gluttonous Spike,Viscera of Coalesced Hatred,Sinful Gladiator's Drape,Gorestained Cleaver,Renowned Guild Tabard,Initiate's Shirt,Chyrus's Crest of Hope,1017.7
1483,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Anima Field Emitter,Phial of Putrefaction,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Silvermoon City Tabard,Gorgeous Blouse,Sinful Aspirant's Barrier,656.9
1484,Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Gluttonous Spike,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,,,Barricade of the Endless Empire,823.9
1485,Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Bloodoath Signet,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Ascended Gladius of Glory,Undercity Tabard,,Encrusted Canopic Lid,838.9
1486,Diadem of Imperious Desire,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Sinful Aspirant's Insignia of Alacrity,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Gorestained Cleaver,,Sleeveless T-Shirt,Acidslough Bulwark,834.5
1487,Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,,Common Brown Shirt,Barricade of the Endless Empire,967.0
1488,Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Slimy Consumptive Organ,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Tabard of Brute Force,Sleeveless T-Shirt,Builwark of the Stone Legion,652.0
1489,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,794.6
1490,Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ardent Sunstar Signet,Entwined Gorger Tendril,Anima Field Emitter,Overwhelming Power Crystal,Cowled Batwing Cloak,Sinsmasher,Guild Tabard,Tuxedo Shirt,Acidslough Bulwark,1034.6
1491,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Fleshfused Circle,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of the Lithe,Gorestained Cleaver,Tabard of the Lightbringer,Precious' Ribbon,Barricade of the Endless Empire,866.3
1492,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,,,Barricade of the Endless Empire,869.5
1493,Wing Commander's Helmet,Charm of Eternal Winter,Selfless Collector's Spaulders,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Splintered Heart of Al'ar,Grim-Veiled Cape,Sinsmasher,,Tailored Officer's Shirt,Elysian Sentinel's Aegis,889.6
1494,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ring of Perpetual Conflict,Signet of the False Accuser,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,,,Encrusted Canopic Lid,887.8
1495,Sinful Gladiator's Plate Helm,Sin Stained Pendant,Prankster's Pauldrons,Sinful Aspirant's Plate Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Shadowghast Ring,Death God's Signet,Decanter of Anima-Charged Winds,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Engorged Worm Smasher,Nightfallen Tabard,,Acidslough Bulwark,965.6
1496,Wing Commander's Helmet,Azure-Venom Choker,Prankster's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Bloodoath Signet,Anima Field Emitter,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,,,Chyrus's Crest of Hope,932.3
1497,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Thunder Bluff Tabard,Selis' Silk Shirt,Acidslough Bulwark,798.6
1498,Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Guilewind Stone Talons,Hyperlight Band,Ritual Commander's Ring,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Tabard of the Zandalari,,Acidslough Bulwark,671.6
