Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,186022545,
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Orange Mageweave Shirt,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Bloodoath Signet,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,162714923,
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Selfless Collector's Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Ritual Bone Band,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Blighted Margrave's Cloak,Sinful Aspirant's Mace,Sinful Gladiator's Guard,137040626,
Darkfrost Helmet,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Red Linen Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,164602514,
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Brucehide Jersey,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Ritualist's Treasured Ring,Pulsating Stoneheart,Inscrutable Quantum Device,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Guard,155434096,Exodar Tabard
Wrathbark Greathelm,Sinful Gladiator's Pendant,Sinful Gladiator's Plate Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Ritual Bone Band,Macabre Sheet Music,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Barricade of the Endless Empire,245178334,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Ritual Bone Band,Spare Meat Hook,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,124035958,
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Shadowghast Ring,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,137839669,Purple Trophy Tabard of the Illidari
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,165550991,
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Phial of Putrefaction,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,165268993,
Diadem of Imperious Desire,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Irradiated Undercoat,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Twisted Witherroot Band,Pulsating Stoneheart,Gluttonous Spike,Grim-Veiled Cape,Supercollider,Stonewrought Gargoyles Barrier,174996474,
Oversized Centurion Helm,Trailspinner Pendant,Prankster's Pauldrons,Red Linen Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Selfless Collector's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Barricade of the Endless Empire,67227600,Tabard of Brute Force
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Precious' Ribbon,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Shoulderblade Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,147716729,Tabard of the Hand
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Hardened Castle Crushers,Signet of the False Accuser,Ritual Bone Band,Macabre Sheet Music,Pulsating Stoneheart,Blighted Margrave's Cloak,Sinful Gladiator's Splitter,Encrusted Canopic Lid,149346593,
Plague Handler's Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Bloodoath Signet,Band of the Risen Bonelord,Bladedancer's Armor Kit,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,177544791,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,193754958,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Otherworldly Influence,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Engorged Worm Smasher,Encrusted Canopic Lid,83240645,Tabard of the Argent Crusade
Oversized Centurion Helm,Muckformed Chain Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Twisted Witherroot Band,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,216309744,Tabard of the Lightbringer
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,176512023,Illustrious Guild Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Band of the Risen Bonelord,Hyperlight Band,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sinsmasher,Elysian Sentinel's Aegis,195434461,
Shadowghast Helm,Sinful Gladiator's Amulet,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Stonewrought Armplates,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,243281646,Tabard of the Dark Iron
Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Shadowghast Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Bladedancer's Armor Kit,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,188869283,
Diadem of Imperious Desire,Sinful Gladiator's Pendant,Sinful Gladiator's Plate Shoulders,Neophyte's Shirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Hyperlight Band,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Dealer Xy'exa's Cape,Sinful Gladiator's Shillelagh,Sinful Gladiator's Bulwark,165417244,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Stonewrought Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Twisted Witherroot Band,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Duskwarder Scimitar,Encrusted Canopic Lid,141011185,Lightforged Tabard
Wing Commander's Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Colossal Plate Gauntlets,Ritual Bone Band,Fleshfused Circle,Skulker's Wing,Tuft of Smoldering Plumage,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,186126081,Lightforged Tabard
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,181668374,Proudmoore Admiralty Tabard
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,242590140,Tabard of the Ascended
Wing Commander's Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Gluttonous Spike,Sinful Aspirant's Insignia of Alacrity,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,244000050,
Casque of the Path,Trailspinner Pendant,Shadowghast Pauldrons,Stylish Red Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Selfless Collector's Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Selfless Collector's Greatcloak,Gorestained Cleaver,Sinful Aspirant's Barrier,238718995,
Wrathbark Greathelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Acidslough Bulwark,210347855,Renowned Guild Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Sinful Aspirant's Ring,Entwined Gorger Tendril,Anima Field Emitter,Macabre Sheet Music,Sinful Gladiator's Drape,Sinful Aspirant's Sword,Elysian Sentinel's Aegis,182523260,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Common Brown Shirt,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Stonewrought Gargoyles Barrier,122996165,
Shadowghast Helm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Overwhelming Power Crystal,Stone Legion Heraldry,Fate-Sewn Shawl,Sinful Aspirant's Sword,Sinful Gladiator's Redoubt,244933206,Gilneas Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,157940219,
