Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Chyrus's Crest of Hope,118111038,,
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Inscrutable Quantum Device,Pulsating Stoneheart,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,243291332,Stormwind Tabard,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Bloodoath Signet,Bargast's Leash,Stone Legion Heraldry,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Acidslough Bulwark,82611899,,
Casque of the Path,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ring of Perpetual Conflict,Shadowghast Ring,Bargast's Leash,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,202206009,,Purple Martial Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Anima Field Emitter,Darkmoon Deck: Voracity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,75467312,Argent Crusader's Tabard,
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Xandria's Kopis of Courage,Barricade of the Endless Empire,154525486,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Selfless Collector's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,208640707,Tabard of the Dark Iron,
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Slimy Consumptive Organ,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,199715926,Tabard of the Dark Iron,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Baetheas' Ironclad Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Gorestained Cleaver,Kudebeh's Remarkable Targe,191456001,Tabard of the Lightbringer,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Spare Meat Hook,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Kudebeh's Remarkable Targe,173847949,Lightforged Tabard,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ring of Perpetual Conflict,Signet of the False Accuser,Inscrutable Quantum Device,Stone Legion Heraldry,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,117678468,,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,198500373,Tabard of the Lightbringer,Precious' Ribbon
Oversized Centurion Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Shadowghast Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Fleshfused Circle,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,237860438,Guild Tabard,Irradiated Undercoat
Shadowghast Helm,Sinful Aspirant's Necklace,Pauldrons of Unleashed Pride,Sinful Aspirant's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Sinful Aspirant's Badge of Ferocity,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,112850815,Tabard of the Ascended,
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Sanguine Vintage,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,155939871,,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Crest of the Legionnaire General,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,155695347,Tabard of the Lightbringer,Precious' Ribbon
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,154424885,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sinsmasher,Sinful Gladiator's Guard,162135842,Tabard of the Wyrmrest Accord,Lucky Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Fleshfused Circle,Death God's Signet,Stone Legion Heraldry,Bladedancer's Armor Kit,Cowled Batwing Cloak,Gorestained Cleaver,Chyrus's Crest of Hope,179640864,,Irradiated Undercoat
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,112823637,Tabard of the Ascended,Wound Dressing
Wing Commander's Helmet,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Ardent Sunstar Signet,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Sanguine Vintage,Grim-Veiled Cape,The Brokers Angle'r,,166192278,Court of Harvesters Tabard,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Skulker's Wing,Anima Field Emitter,Mantle of Manifest Sins,Ascended Gladius of Glory,Elysian Sentinel's Aegis,158135707,,Precious' Ribbon
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Ardent Sunstar Signet,Ritual Bone Band,Overwhelming Power Crystal,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,174863347,,White Tuxedo Shirt
