,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
353,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Death God's Signet,Stone Legion Heraldry,Sanguine Vintage,Cowled Batwing Cloak,Axe of the Deadgrove,Tabard of the Lightbringer,Selis' Silk Shirt,Elysian Sentinel's Aegis,1183.8
354,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Phial of Putrefaction,Sinful Gladiator's Drape,Supercollider,,,Sinful Gladiator's Guard,1036.1
355,Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Gorestained Cleaver,Tabard of the Ascended,,Encrusted Canopic Lid,1033.3
356,Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Decadent Nathrian Shawl,Axe of the Deadgrove,,,Chyrus's Crest of Hope,978.4
357,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Sinsmasher,Tabard of the Lightbringer,Artisan Officer's Shirt,Acidslough Bulwark,1000.2
358,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Macabre Sheet Music,Cloak of Enveloping Manifestations,Engorged Worm Smasher,,Common White Shirt,Acidslough Bulwark,863.7
359,Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Sinful Aspirant's Ring,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sinful Aspirant's Sword,Tushui Tabard,Artisan Officer's Shirt,Acidslough Bulwark,939.9
360,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Cloak of Enveloping Manifestations,Sinful Gladiator's Swordbreaker,,,Sinful Gladiator's Redoubt,887.5
361,Wing Commander's Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Nightfallen Tabard,,Barricade of the Endless Empire,1195.7
362,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Hardened Castle Crushers,Fleshfused Circle,Signet of the False Accuser,Sanguine Vintage,Decanter of Anima-Charged Winds,Gast's Cloak of Compression,Supercollider,,,Acidslough Bulwark,954.8
363,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Decadent Nathrian Shawl,Sophisticated Bonecracker,,,Elysian Sentinel's Aegis,935.6
364,Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Gnomeregan Tabard,White Swashbuckler's Shirt,Chyrus's Crest of Hope,890.1
365,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Sinful Aspirant's Badge of Ferocity,Sinful Gladiator's Medallion,Dealer Xy'exa's Cape,Engorged Worm Smasher,,,Sylvan Whiteshield,888.4
366,Wing Commander's Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Sinful Gladiator's Drape,Supercollider,,White Tuxedo Shirt,Sinful Gladiator's Redoubt,1027.4
367,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Hyperlight Band,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,,,Stonewrought Gargoyles Barrier,1103.2
368,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Pulsating Stoneheart,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Encrusted Canopic Lid,1297.4
369,Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Tabard of the Argent Crusade,,Barricade of the Endless Empire,923.9
370,Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Entwined Gorger Tendril,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Tabard of the Dark Iron,,Barricade of the Endless Empire,848.6
371,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Dealer Xy'exa's Cape,Engorged Worm Smasher,Lightforged Tabard,Embroidered Shirt,Sinful Gladiator's Guard,727.2
372,Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,,,Barricade of the Endless Empire,845.0
373,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Selfless Collector's Gauntlets,Sinful Gladiator's Signet,Sinful Aspirant's Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Drape,Engorged Worm Smasher,,,Sinful Gladiator's Guard,711.4
374,Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Grim-Veiled Cape,Sinsmasher,Orgrimmar Tabard,Scarlet Filigreed Doublet,Acidslough Bulwark,1402.2
375,Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Memory of Past Sins,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,,,Barricade of the Endless Empire,870.0
376,Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Sanguine Vintage,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Lightforged Tabard,,Barricade of the Endless Empire,972.8
377,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,,,Acidslough Bulwark,747.7
378,Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Band of the Risen Bonelord,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,,,Barricade of the Endless Empire,888.6
379,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Ritual Bone Band,Anima Field Emitter,Overwhelming Power Crystal,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Barricade of the Endless Empire,904.6
380,Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,862.9
381,Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,699.7
382,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Tabard of the Achiever,Precious' Ribbon,Acidslough Bulwark,1103.8
383,Shadowghast Helm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Shoulderblade Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Sanguine Vintage,Anima Field Emitter,Dealer Xy'exa's Cape,Gorestained Cleaver,,,Sylvan Whiteshield,579.4
384,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Ardent Sunstar Signet,Sanguine Vintage,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Stormwind Tabard,,Barricade of the Endless Empire,1311.0
385,Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Thunderous Echo Vambraces,Sinful Aspirant's Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Slimy Consumptive Organ,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,,,Sinful Gladiator's Guard,645.2
386,Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Inscrutable Quantum Device,Mantle of Manifest Sins,Sinsmasher,,,Acidslough Bulwark,746.0
387,Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Punishing Loop,Gluttonous Spike,Sanguine Vintage,Decadent Nathrian Shawl,Sinsmasher,,,Builwark of the Stone Legion,870.9
388,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sinsmasher,,Precious' Ribbon,Acidslough Bulwark,972.5
389,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Axe of the Deadgrove,,,Acidslough Bulwark,855.2
390,Plague Handler's Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Xandria's Kopis of Courage,Stormwind Tabard,Artisan Officer's Shirt,Elysian Sentinel's Aegis,863.8
391,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Stormwind Tabard,Fashionable Undershirt,Acidslough Bulwark,880.9
392,Wing Commander's Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Band of the Risen Bonelord,Entwined Gorger Tendril,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Gorestained Cleaver,,,Acidslough Bulwark,826.5
393,Shadowghast Helm,Sinful Aspirant's Necklace,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Encrusted Canopic Lid,769.4
394,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritual Commander's Ring,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,Irradiated Undercoat,Encrusted Canopic Lid,805.5
395,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Gnomeregan Tabard,,Elysian Sentinel's Aegis,854.4
396,Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,,Irradiated Undercoat,Barricade of the Endless Empire,811.5
397,Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Elysian Sentinel's Aegis,822.6
398,Casque of the Path,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Ring of Perpetual Conflict,Pulsating Stoneheart,Macabre Sheet Music,Cloak of Coordination,Supercollider,Tabard of the Ascended,Formal White Shirt,Acidslough Bulwark,459.3
